Gene,T1,T2,T3,T4,T5
ADCY4,-0.04749886,-0.04749886,-0.008326844,-0.04749886,-0.04749886
ADCY6,0.041686037,0,0,0,0
ADCY7,-0.014251247,-0.055269727,-0.012457914,0.074395192,-0.055269727
ADCY9,0.028913387,0,0,0,0
ADD1,0.076811183,0.025524533,0.183349803,0.350711441,-0.031936296
ADD2,0,0,0.023658637,0,0
ADD3,-0.018338992,0.118375992,0.140635842,0.168745522,-0.270805249
ADGRA2,0,0.256369766,0,0.020011293,0
ADGRA3,0.019441641,0.120938575,-0.041601886,-0.041601886,-0.041601886
ADGRB1,0,0,0,0,0
ADGRB2,0,0,0,0,0.009016062
ADGRD1,0,0,0,0,0
ADGRE1,-0.084627723,-0.084627723,-0.084627723,-0.084627723,-0.069925361
ADGRE2,0.048564272,-0.033637051,-0.033637051,-0.033637051,0.012007219
ADGRE3,0.04101848,0,0,0,0
ADGRE5,0.345308225,0.350916894,0.607906185,0.445778582,0.688732679
ADGRF3,0,0.256369766,0,0,0.012259091
ADGRG1,0.02707423,-0.093170057,-0.093170057,-0.093170057,-0.093170057
ADGRG3,-0.027827224,-0.051370651,-0.051370651,-0.051370651,-0.051370651
ADGRG5,0.04478971,0,0.027040339,0.033030767,0.012222718
ADGRG6,-0.172993667,-0.172993667,-0.172993667,-0.172993667,-0.172993667
ADGRL1,-0.066336843,-0.066336843,-0.066336843,-0.066336843,-0.066336843
ADH5,-0.009361269,-0.275895252,-0.190305903,-0.208822143,-0.391684943
ADHFE1,-0.102968808,-0.102968808,-0.102968808,-0.102968808,-0.102968808
ADI1,0.298028837,0.344407537,-0.09802885,-0.004673317,0.142771723
ADIPOR1,0.159324786,0.205883343,0.063286875,0.170687616,0.34751274
ADIPOR2,0.084313677,-0.033637051,0.005289214,0.071109338,-0.005253167
ADIRF,0,0,0,0,0.058559314
ADK,0.094386245,0.182186422,0.148452446,-0.176422822,-0.416413135
ADM,0,0,0,0,0.05870946
ADM2,0,0,0,0.008096462,0.03098967
ADM5,0.038118939,0,0,0.021162209,0
ADNP,0.126617672,0.502203277,-0.080604119,-0.001827942,0.010266767
ADNP-AS1,0,0.057435597,0,0,0
ADNP2,0.020337807,0.428653412,-0.062890213,-0.007497821,-0.117781967
ADO,-0.005508696,-0.061149366,-0.008296516,0.074279869,-0.061149366
ADORA2A,0,0,0,0,0
ADORA2A-AS1,0,0.280554169,0.218687949,0.079736401,0.05081799
ADORA2B,0,0,0,0,0
ADORA3,0,0,0,0,0
ADPGK,-0.10768012,-0.460877244,0.530482837,0.273759755,-0.389014977
ADPGK-AS1,0.045413215,0,0,0.017445641,0
ADPRH,0,0,0.021347085,0,0.024489379
ADPRHL1,0,0,0,0.033263528,0.01027641
ADPRHL2,-0.113126588,-0.061523816,0.088329838,-0.020735147,-0.047623997
ADPRM,-0.386617055,-0.211645436,-0.121666815,-0.380309221,-0.480527289
ADRA2A,0,0,0,0,0
ADRB1,0,0,0,0.030747043,0.006415034
ADRB2,0.044801951,0,0,0.090541963,0.042250037
ADRBK1,0.278051583,0.642271244,-0.04580372,0.001765837,-0.151802775
ADRBK2,0.089020841,-0.033462281,0.107638194,0.081667835,-0.021022046
ADRM1,-0.018178831,0.235911511,0.053867269,0.269498313,0.106145781
ADSL,0.138642738,0.416439998,-0.427872264,-0.607858865,-0.555892092
ADSS,0.005803612,-0.098792525,-0.041599115,-0.096727511,-0.318521639
ADSSL1,0,0,0,0,0
ADTRP,0,0,0,0,0.259931319
AE000662.92,0,0.066848572,0.037650755,0,0
AE000662.93,0,0,0,0,0
AEBP1,0.089214236,0.038240324,-0.083492062,-0.064848671,0.005479747
AEBP2,-0.141051433,0.151103229,-0.14097487,-0.211941686,-0.217799775
AEN,0.041686037,0,0.229648075,0.118043775,0.087405684
AES,-0.377518421,0.340214277,0.399814495,0.263707125,-0.563689864
AF001548.5,0,0,0,0,0
AF011889.2,0,0,0,0,0
AF064858.8,0,0,0,0,0
AF127936.9,0,0,0.02418738,0,0
AF129408.17,0,0,0,0,0.007387617
AF131216.1,0,0,0.03808211,0,0
AF131217.1,0,0,0,0,0
AF196972.9,0,0,0,0,0
AF213884.2,0,0,0.044617931,0,0
AFAP1,0,0,0,0,0
AFAP1L1,-0.046070652,-0.046070652,-0.046070652,-0.046070652,-0.046070652
AFAP1L2,0,0,0,0,0
AFF1,0.33742801,-0.125415251,-0.187359667,-0.055256793,-0.118852033
AFF2,0.023543427,0,0.062550764,0,0
AFF3,0.315028481,0.269794105,0.897748797,0.463976204,-0.042749647
AFF4,-0.379934443,-0.200553127,0.096906478,0.339967566,-0.199219299
AFG3L2,-0.240346788,0.370837146,-0.283648466,-0.385367256,-0.473055649
AFMID,-0.10607189,-0.147757927,-0.101198066,-0.107055003,-0.104155858
AFTPH,-0.020581942,0.033415018,0.261058248,0.213034076,-0.089788037
AGA,0.353658075,-0.039115612,-0.038719092,-0.08298712,0.291053465
AGAP1,0,0,0,0,0
AGAP2,0.030020719,-0.050901175,-0.050901175,-0.050901175,-0.050901175
AGAP2-AS1,0.044801951,0,0,0,0
AGAP3,-0.013724873,-0.05541091,-0.006035078,-0.05541091,-0.002499871
AGAP4,0,0.162540462,0.040466417,0,0.014276932
AGAP5,0,0,0.074178433,0.015284484,0
AGAP6,0,0,0,0.103062539,0
AGAP9,-0.004548894,-0.033462281,0.040716152,-0.033462281,-0.033462281
AGBL2,0,0,0,0,0
AGBL3,-0.047918554,-0.047918554,-0.047918554,-0.047918554,-0.047918554
AGBL5,0.195582147,-0.107976556,-0.091984473,-0.073181176,-0.107976556
AGER,0,0,0,0.021869242,0.02711566
AGFG1,-0.039987456,0.017448141,0.169279414,0.171395339,0.002055818
AGFG2,-0.240364147,-0.240364147,-0.240364147,-0.240364147,-0.240364147
AGGF1,-0.133080642,-0.211609203,0.018224972,-0.203270297,-0.245367077
AGK,-0.106807993,-0.229043078,-0.229043078,-0.150408542,-0.216602843
AGL,-0.170504899,-0.034376398,-0.043142953,-0.041908486,-0.170504899
AGMAT,0.013352304,-0.047691223,-0.047691223,-0.047691223,-0.032988861
AGO1,0.052175002,-0.12292535,-0.09685439,-0.133951326,-0.22977928
AGO2,-0.081666663,-0.188820924,-0.056239639,0.05527359,-0.098277376
AGO3,-0.015079198,-0.189011945,0.032000076,0.015395082,-0.145934993
AGO4,-0.107395489,-0.19759323,-0.19759323,-0.19759323,-0.189867739
AGPAT1,0.04845481,-0.048185988,-0.160857873,-0.160857873,-0.099015786
AGPAT2,0.370128964,-0.126750939,-0.295308866,-0.346894097,-0.279046927
AGPAT3,0.097778684,0,0,0,0.049007968
AGPAT4,0.011655017,-0.04938851,0.005595719,-0.04938851,-0.027948956
AGPAT5,-0.03003627,-0.03003627,0.367605021,0.036470016,0.017340912
AGPS,-0.132178747,-0.207074245,-0.207074245,-0.082783329,-0.193262048
AGRN,0,0,0.030993234,0.0178002,0
AGRP,0,0,0,0.01144893,0
AGTPBP1,-0.00990213,-0.167470032,-0.097729248,-0.114091519,-0.221878369
AGTRAP,0.064494593,-0.101358933,-0.02005666,-0.052156112,0.020683933
AHCTF1,-0.109825629,0.016757249,0.142077456,0.087303995,-0.166149369
AHCY,0.497229915,0.372538063,-0.40662108,-0.427174066,-0.414600274
AHCYL1,0.218485743,-0.196209375,-0.15892065,-0.116865437,-0.173059547
AHCYL2,0.028913387,0,0,0,0.014702362
AHDC1,0.038785626,0.28193371,-0.013742534,-0.019782133,0.007304689
AHI1,0.056651846,0.29152112,-0.071280729,0.064182106,0.00397146
AHNAK,-0.157643574,-0.451853483,0.278431887,0.182081549,1.044482619
AHR,-0.110902864,-0.263278434,-0.181694236,-0.09886199,-0.227836922
AHRR,0,0,0,0,0
AHSA1,-0.173297479,-0.161347684,-0.214195166,-0.145036153,-0.251244428
AHSA2,-0.065852074,-0.153937834,-0.111126021,-0.005999234,-0.03234443
AHSG,0,0,0,0,0
AHSP,0.080000895,0.377815618,0.138962663,-0.056162003,-0.054343328
AIDA,0.204255425,0.260248204,0.139388351,0.218743402,0.085680727
AIF1,-0.121329744,-2.710219496,-2.853097693,-2.868968348,-2.901255828
AIF1L,0.023543427,0,0,0,0.008096371
AIFM1,0.191930518,-0.018860457,-0.140592844,-0.130384379,-0.060248981
AIFM2,0,0,0,0.009955153,0.04265963
AIFM3,0,0,0,0,0
AIG1,0.193159746,0.081417455,-0.209605341,-0.110831715,0.128072535
AIM1,0.110919656,0.67446539,0.024576976,0.179451887,0
AIM1L,0,0,0,0,0
AIM2,0,0,0,0.117341796,0.012440235
AIMP1,0.191033919,0.510930524,0.399255673,0.261557182,-0.308948194
AIMP2,0.069262716,-0.065920912,-0.123373625,-0.165396494,-0.123027821
AIP,0.02000831,0.143314382,-0.000994111,-0.087304811,-0.22283744
AIRE,0,0,0,0,0
AIRN,0,0,0,0,0
AJ006998.2,-0.588388457,-0.629406937,-0.629406937,-0.629406937,-0.629406937
AJUBA,0,0,0,0,0
AK1,0.023543427,0.256369766,0,0.100122394,0.114260093
AK2,0.472958505,0.213251278,-0.259382157,-0.238084022,-0.236631374
AK3,0.053108209,0.286296573,-0.465234057,-0.49131802,-0.548006005
AK4,0.077772991,-0.05531029,-0.112745887,-0.112745887,-0.086084848
AK5,0,0.121732386,0,0,0.014702362
AK6,0.136200804,-0.093030158,0.049854567,0.035828588,-0.09769523
AK7,0,0,0,0,0
AK8,0,0,0,0.027805021,0
AK9,0.037256946,0,0.086308373,0.086911085,0.043168896
AKAP1,0.074235859,0.057435597,0.05973457,0.066683849,0.009143512
AKAP10,0.081552257,0.256369766,0.194712629,0.172282762,0.069682937
AKAP11,-0.063286345,-0.153379208,-0.080667078,0.046773947,-0.132604515
AKAP12,0,0.983238029,0,0,0
AKAP13,-0.316405164,-0.078967831,0.557188651,0.559729695,-0.198886661
AKAP17A,0.139961256,0.097686495,0.337933302,0.252423957,-0.144934339
AKAP2,0,0,0.150107101,0.079968867,0
AKAP3,0,0,0,0,0
AKAP5,0,0,0,0.015987901,0.023388083
AKAP6,0,0,0,0,0
AKAP7,0.02379456,-0.15249094,-0.171684099,-0.170689719,-0.204508679
AKAP8,-0.249068495,0.342825982,0.025214481,-0.077766871,-0.330602083
AKAP8L,-0.114359711,-0.083956849,-0.05616177,-0.063995671,-0.198846412
AKAP9,0.082098726,-0.532003643,-0.166380373,0.097623948,-0.04464232
AKIP1,0.154519443,0,0,0,0.024351546
AKIRIN1,0.142326525,0.442163133,0.21394553,0.489710116,-0.198318931
AKIRIN2,-0.021761529,-0.162324806,0.40073368,0.353943919,0.089503081
AKNA,0.015729732,-0.149192747,0.360104727,0.185015225,-0.011139444
AKR1A1,0.03258169,-0.760847987,-0.713701919,-0.918883022,-0.46075338
AKR1B1,0.606883405,1.077848291,-0.174807015,-0.196719842,-0.064952973
AKR1C1,0,0,0,0.010208465,0
AKR1C2,0,0,0,0,0
AKR1C3,-0.031613893,-0.300073143,-0.35750874,-0.307322916,-0.35750874
AKR1E2,0.011111031,-0.04749886,-0.04749886,-0.04749886,-0.04749886
AKR7A2,0.299222793,0.602047041,-0.464746982,-0.376516651,-0.423873555
AKR7A3,0,0,0,0,0
AKT1,0.021641997,-0.109412749,-0.046565918,-0.008575524,-0.056119904
AKT1S1,0.027608132,-0.150407015,-0.178345595,-0.175296729,-0.14472225
AKT2,-0.022603446,0.026564032,0.354510084,0.219942313,-0.106351978
AKT3,0.059605488,-0.069013566,0.016193666,0.002391379,-0.047813043
AKTIP,0.04443988,-0.042349931,0.008454439,-0.006761558,0.033988419
AL022341.3,0.051762171,0,0,0,0
AL049794.1,-0.087125573,-0.087125573,-0.050669386,-0.087125573,-0.073395611
AL109761.5,0,0,0,0,0.131049331
AL109767.1,0,0,0,0,0
AL122127.25,0.038118939,0,0,0,0
AL133245.2,-0.078415291,-0.078415291,-0.031691808,-0.068332622,-0.078415291
AL133493.2,0,0,0,0,0
AL354822.1,-0.123382416,-0.123382416,-0.123382416,-0.106239762,-0.123382416
AL356585.2,0,0,0,0.017484883,0.033343311
AL358852.1,0,0,0,0,0.008096371
AL365181.2,0,0,0.135338967,0.05271175,0.023816036
AL589743.1,0,0,0,0,0
AL592183.1,0.023206742,-0.262521045,-0.084690594,-0.050890497,-0.191526687
AL928654.7,0,0,0.037650755,0.020690443,0
AL928768.3,0,0,0.035321683,1.13127231,1.710911579
ALAD,-0.10954216,0.184583799,-0.151228197,-0.136067475,-0.098965995
ALAS1,-0.016521221,-0.061149366,-0.013999814,-0.061149366,-0.048887442
ALAS2,-0.057578425,-0.057578425,-0.057578425,-0.057578425,-0.039246742
ALCAM,0.177081882,-0.105337072,-0.077735407,-0.038202768,0.014775827
ALDH16A1,0.011259438,0.32386258,0.083515341,0.091814815,0.063870516
ALDH18A1,0.181754828,0.191970346,-0.033637051,-0.008925995,0.015370916
ALDH1A1,-0.54947785,-0.92225106,-0.92225106,-0.92225106,-0.92225106
ALDH1A2,0,0,0,0,0
ALDH1A3,0,0,0,0,0
ALDH1B1,0.075076045,0,0,0,0.089991857
ALDH1L2,0,0,0,0,0.010940965
ALDH2,-0.013717002,-0.334510685,-0.334510685,-0.319702991,-0.324234275
ALDH3A2,0.251237068,0.057435597,0.046679244,0.086579066,0.084370838
ALDH3B1,-0.057699338,0.009149234,-0.057699338,-0.030274603,-0.03123645
ALDH4A1,-0.055269727,0.00216587,-0.055269727,-0.055269727,-0.055269727
ALDH5A1,0.10076888,0.024098924,-0.042749647,-0.042749647,-0.042749647
ALDH6A1,0.034636304,0.198670429,-0.057699338,-0.024148651,-0.030453718
ALDH7A1,0.398431464,0.174604574,0,0,0
ALDH8A1,0,0,0,0,0
ALDH9A1,0.216947336,0.213967779,0.171175566,0.079816812,-0.052505123
ALDOA,0.506738506,0.520434582,-1.068326874,-0.7653148,-1.245893462
ALDOC,-0.012131564,-0.04938851,-0.04938851,0.026320981,-0.04938851
ALG1,0.049991723,-0.033637051,0.048133171,-0.033637051,0.074112208
ALG10,0.064133883,0,0,0.0178002,0
ALG10B,-0.080378607,-0.105687276,-0.127464158,-0.172535847,-0.063189716
ALG11,0.037256946,0,0,0.038006672,0.033594245
ALG12,-0.056273394,-0.056273394,-0.056273394,-0.002256007,0.001344825
ALG13,-0.406138465,-0.035857565,0.053059164,-0.153848943,-0.358173226
ALG14,0.028913387,0,0,0.014907087,0.153318576
ALG1L,0,0,0,0.016405475,0.016420637
ALG1L2,0,0,0,0,0
ALG2,0.024330853,0.219680853,0.04555732,-0.00884721,0.08014988
ALG3,0.408233665,0.263006938,0.063609095,0.146468126,0.091701419
ALG5,0.420955298,-0.059479224,-0.070121466,0.029989415,0.504681353
ALG6,-0.021026808,0.088209947,-0.011462368,-0.025956627,-0.026738153
ALG8,-0.055252517,0.100144625,-0.031339133,-0.061697208,0.0060273
ALG9,0.030857663,0.057435597,0.046770443,0.015000583,0.143831803
ALKBH1,0.11461894,-0.03003627,0.082828608,0.019604624,0.027950506
ALKBH2,-0.023273387,-0.084326687,0.017295773,0.017906895,-0.070167713
ALKBH3,0.047366627,-0.09643531,-0.033884546,-0.073997921,0.044324954
ALKBH4,-0.066361127,-0.089710297,-0.128078828,-0.113849534,-0.140381143
ALKBH5,-0.031913881,1.20962267,0.413341911,0.202295274,-0.08285395
ALKBH6,0.032415075,0.001162203,0.015570631,0.057953033,-0.003470053
ALKBH7,0.010248421,-0.07274335,-0.2567663,-0.176437746,-0.207671778
ALKBH8,0,0.057435597,0.082966842,0.031597186,0
ALMS1,0.005691519,-0.046070652,-0.046070652,-0.046070652,-0.046070652
ALOX12,0,0,0,0,0
ALOX12-AS1,-0.100530986,-0.033682415,-0.025257051,-0.057360369,-0.100530986
ALOX12B,-0.046549344,-0.046549344,-0.046549344,-0.046549344,-0.046549344
ALOX15B,0.044801951,0,0,0,0
ALOX5,-0.047918554,0.149164624,0.244654004,0.2942647,-0.019855559
ALOX5AP,0.162869587,0.066848572,0.211164483,0.404292356,0.040114509
ALPK1,-0.057132293,-0.101548829,-0.054988968,-0.051384809,-0.101548829
ALPK2,0,0,0,0,0
ALPL,0,0,0.031013889,0,0
ALS2,0.114734088,0,0,0,0
ALS2CL,0,0,0,0,0
ALS2CR11,0,0,0,0,0
ALS2CR12,0,0,0,0,0
ALYREF,0.097694948,0.251368946,-0.047663647,-0.014056876,0.013618991
AMACR,0,0,0.042910506,0,0.02587232
AMBRA1,-0.04749886,-0.04749886,-0.04749886,-0.030356206,-0.035345806
AMD1,-0.305122455,-0.037674602,-0.518077678,-0.488141307,-1.244498492
AMDHD1,0,0,0,0,0.011666539
AMDHD2,0.10038559,0,0.217461539,0.158626747,0.015906652
AMER1,0,0,0,0.01354348,0
AMFR,-0.081888224,-0.112745887,0.221433387,0.471391192,0.00514135
AMH,-0.002889272,-0.047691223,-0.047691223,-0.02844782,-0.047691223
AMHR2,0,0,0,0,0
AMIGO1,0,0,0,0,0
AMIGO2,-0.240364147,-0.240364147,-0.214227416,-0.230408994,-0.229563541
AMMECR1,0.096775892,0,0.10994655,0.137112929,0
AMMECR1L,0.033724841,-0.04938851,0.019988685,-0.025405942,-0.04938851
AMN,0.04101848,0,0.045115386,0.033736905,0.092928082
AMN1,0,0,0.189193139,0.079531071,0.009207399
AMOT,0,0,0,0,0
AMOTL1,0.055658812,0.216876572,0.002001593,-0.039493195,-0.012559979
AMOTL2,0,0,0,0,0
AMPD1,0,0,0,0,0.077428962
AMPD2,-0.022438419,-0.214667457,-0.312741206,-0.303949311,-0.263285217
AMPD3,0,0,0.034884795,0.121324064,0.012440235
AMPH,0,0,0,0,0
AMT,-0.115240656,-0.153359595,-0.121042702,-0.153359595,-0.153359595
AMY2B,-0.04938851,0.017460061,-0.04938851,-0.016043823,-0.000380543
AMZ1,0,0,0,0.018565466,0
AMZ2,-0.048899104,0.485988539,0.178219167,0.1743458,-0.020787533
ANAPC1,0.103289828,0.751495478,0.059030948,0.007208004,-0.057458337
ANAPC10,0.170772449,0.107813815,0.014901879,0.094977236,0.021732533
ANAPC11,0.375471943,0.285788257,-0.496649066,-0.337697955,-0.216540679
ANAPC13,0.241403477,0.084431248,0.110548415,-0.043090103,0.009213565
ANAPC15,0.394015009,0.695197777,0.185508369,0.049096671,0.057293453
ANAPC16,-0.090289642,0.109714038,-0.355333695,-0.369915021,-0.145279161
ANAPC2,0.018680877,0.177563061,0.131207374,0.039793739,0.022406443
ANAPC4,0.100093277,0.09005785,0.186402908,0.036337137,-0.03136829
ANAPC5,0.439736101,0.529912316,-0.297787767,-0.094216274,-0.109476773
ANAPC7,0.020586476,-0.099439734,-0.057944947,-0.020518619,0.012926571
ANG,0,0,0,0,0.124520225
ANGEL1,0.004656658,-0.033462281,-0.033462281,-0.033462281,-0.033462281
ANGEL2,-0.031268964,-0.054091773,0.00813654,0.03904248,-0.242615148
ANGPT1,-0.333204744,-0.394248271,-0.394248271,-0.394248271,-0.394248271
ANGPT2,-0.180887656,-0.180887656,-0.140066264,-0.075074079,-0.122920746
ANGPTL2,0,0,0,0,0
ANGPTL4,0,0,0,0,0
ANGPTL6,0,0,0,0.017090827,0.058416312
ANK1,0,0,0.04800067,0.024575529,0
ANK3,-0.03003627,0.027399328,0.07760286,0.048940835,-0.03003627
ANKAR,-0.178173889,-0.178173889,-0.178173889,-0.119204936,-0.170097551
ANKDD1A,-0.04749886,0.208870907,-0.019897194,-0.038681438,-0.027692482
ANKDD1B,0.05564067,0,0.037184441,0,0.009016062
ANKEF1,0,0,0,0,0
ANKFY1,-0.05571804,-0.05571804,0.034837219,0.028862007,-0.05571804
ANKH,-0.020130886,0.06058302,-0.032669326,-0.000537,0.036937979
ANKHD1,-0.100213058,0.251578859,0.060260356,-0.082018288,-0.253581649
ANKHD1-EIF4EBP3,0,0,0,0.015873628,0
ANKIB1,-0.051071092,-0.206540497,-0.020536963,-0.123165898,-0.156637917
ANKLE1,-0.020043511,-0.050901175,0.055587907,-0.01723993,-0.040624764
ANKLE2,0.037337762,-0.172730793,0.076105549,-0.024661291,-0.209351363
ANKMY1,-0.004586559,-0.04938851,0.026656071,0.037059042,-0.037721971
ANKMY2,-0.071008404,-0.002878771,-0.139007272,-0.09259773,0.01104934
ANKRA2,0.004150901,-0.099569924,0.074125977,0.179282415,0.058644287
ANKRD10,-0.03914947,-0.06054268,-0.324071034,-0.083209093,-0.413352583
ANKRD11,-0.258373096,-0.204908664,0.365827411,0.186500576,-0.436983508
ANKRD12,-0.268908495,0.952725613,0.758438737,0.8323892,-0.077085236
ANKRD13A,-0.235720266,-0.1529554,0.169073497,0.336509296,-0.266789057
ANKRD13B,0,0,0,0,0
ANKRD13C,0.103849906,0,0.120471751,0.014205574,0.008076338
ANKRD13D,-0.008739,0.16888214,-0.224367898,-0.343028296,-0.306599494
ANKRD16,0,0,0,0.023604212,0.163876767
ANKRD17,-0.093223451,0.670204478,-0.175901509,-0.084056971,-0.19705793
ANKRD18A,0.023543427,0,0,0,0
ANKRD18B,0.023543427,0,0,0,0
ANKRD20A3,0.051762171,0,0,0,0
ANKRD20A4,0,0,0,0.010691114,0
ANKRD22,0,0,0,0,0
ANKRD23,0,0,0,0,0
ANKRD26,0.073575919,0,0.118744986,0.016768225,0.006806038
ANKRD27,-0.140540805,-0.167432551,-0.167432551,-0.167432551,-0.167432551
ANKRD28,-0.482817792,-3.101874048,-3.008282854,-2.971986043,-0.636674131
ANKRD29,0,0,0,0,0
ANKRD31,0,0,0,0,0.008076338
ANKRD33B,-0.039987456,-0.039987456,0.006020015,-0.004966837,-0.039987456
ANKRD34A,0,0,0,0,0
ANKRD35,0.038118939,0,0,0,0
ANKRD36,-0.048161904,-0.095280075,-0.122915778,-0.023624144,-0.147525921
ANKRD36B,0.093802875,0.440078749,0.07027319,0.046946,-0.017976791
ANKRD36C,-0.068856555,0.370393983,-0.203753213,-0.075732082,-0.224704375
ANKRD37,-0.04749886,-0.04749886,0.338561083,0.027010915,0.059964343
ANKRD39,-0.137699245,-0.192000997,-0.181525076,-0.18945295,-0.221265564
ANKRD40,0.066793038,-0.088683454,0.068333748,0.053295078,-0.03762899
ANKRD42,0,0.057435597,0,0.095186286,0.053923222
ANKRD44,0.047529948,-0.047691223,0.645048087,0.520221968,0.1026061
ANKRD46,-0.03003627,-0.03003627,0.019629405,-0.03003627,-0.03003627
ANKRD49,-0.39309871,-0.344257278,0.452416347,0.148155151,-0.300519702
ANKRD50,-0.099956193,-0.188207801,-0.188207801,-0.188207801,-0.188207801
ANKRD52,-0.026769066,-0.057626729,-0.019776924,0.06519383,-0.049530358
ANKRD53,0,0,0,0,0.074375097
ANKRD54,-0.053245911,0.044948884,0.179005462,-0.027731486,-0.083083246
ANKRD55,0,0,0,0,0
ANKRD6,0.04101848,0,0,0,0.027522181
ANKRD65,0,0,0.047293308,0,0
ANKRD7,-0.05571804,-0.05571804,-0.05571804,-0.022578604,-0.05571804
ANKRD9,0.026891746,0,0.075840833,0.026288519,0.026717874
ANKS1A,0.057185493,0,0,0.015873628,0
ANKS1B,0,0,0,0,0
ANKS3,-0.086383118,-0.086383118,-0.086383118,-0.071382535,-0.080258815
ANKS6,0.106974522,0,0,0.009868264,0
ANKZF1,0.034867071,0.019349712,0.074162528,0.010057233,0.037290826
ANLN,0.14210636,0.913389771,0,0,0
ANO10,0.026891746,0.057435597,0.063507917,0,0.028174351
ANO5,0,0,0,0,0
ANO6,-0.052885007,0.289294551,-0.149670433,-0.149670433,-0.139394023
ANO7,0.023543427,0,0,0,0
ANO8,0,0,0,0,0.013343951
ANO9,-0.042749647,-0.042749647,0.02557136,0.01197158,-0.022198089
ANP32A,0.428503067,0.451829304,-0.098326687,-0.108222748,-0.60337738
ANP32B,0.285502685,0.354126671,-1.339677669,-1.040047778,-1.859440957
ANP32E,-0.0069016,0.439810271,-0.181212409,-0.078581561,-0.451041185
ANPEP,-0.156087788,-0.156087788,-0.156087788,-0.139413982,-0.156087788
ANTXR2,0.09822095,-0.14224876,-0.14224876,-0.082759127,-0.032407656
ANXA1,0.263295883,-1.849690611,-1.62555337,-1.62836118,-1.778117168
ANXA11,-0.226648603,-0.070667303,0.06257696,0.184059296,-0.100379464
ANXA2,0.094422932,0.022207781,-0.013701744,0.062351949,1.127224427
ANXA2R,0.033242609,0.602834494,0.26053029,0.160524353,-0.026638727
ANXA3,0,0,0,0,0
ANXA4,-0.208934069,-0.443565326,-0.376889231,-0.095092342,-0.428453004
ANXA5,0.165000399,1.018566186,-0.16560871,-0.038146431,0.308647774
ANXA6,0.240815034,0.055161507,-0.10296223,0.139857908,-0.20495869
ANXA7,-0.200197754,0.105075151,-0.403015354,-0.264097951,-0.400104582
AOAH,-0.086217827,-0.124151533,-0.124151533,-0.124151533,-0.070420467
AOX1,0,0,0,0,0
AP000223.42,0,0,0,0,0
AP000251.3,0,0.066848572,0,0,0
AP000253.1,0,0,0,0,0
AP000254.8,0,0,0,0,0.02711566
AP000344.3,0,0,0,0,0
AP000350.5,0,0,0,0,0
AP000442.1,-0.05945993,-0.05945993,-0.016999683,-0.043790299,-0.05945993
AP000476.1,0.034524649,0.008833321,-0.048602277,-0.048602277,-0.048602277
AP000487.5,-0.240364147,-0.240364147,-0.240364147,-0.240364147,-0.240364147
AP000692.10,0.097189213,0,0.133032112,0.026288519,0.028677544
AP000704.5,0,0.066848572,0,0.0178002,0.008096371
AP000708.1,0,0,0.041981431,0.042014408,0
AP000769.1,-0.041957043,0.546687418,0.132840171,0.040134821,-0.053231011
AP000769.7,0,0,0,0,0
AP000866.1,0,0,0,0,0
AP000936.4,0,0,0,0,0
AP001046.5,0,0,0.045115386,0.021588327,0
AP001055.6,-0.005495556,-0.057578425,0.259855607,0.040782718,-0.057578425
AP001058.3,0,0.280554169,0,0.050301767,0.120286642
AP001059.5,0,0,0,0,0
AP001059.6,-0.070828292,0.065300209,0.102283585,0.051114319,-0.070828292
AP001059.7,0,0.13073634,0,0.015284484,0
AP001062.7,0,0,0,0,0
AP001171.1,-0.35188186,-0.750190364,-0.750190364,-0.750190364,-0.750190364
AP001189.4,0,0,0,0,0
